frame,baseline_count,imu_aided_count,baseline_avg_length,imu_aided_avg_length,prediction_error
0,100,110,8,12,0.5
1,97,109,7.900166583353172,11.960066633341269,0.5599000499880968
2,94,108,7.801330669204939,11.920532267681976,0.6192015984770367
3,91,107,7.704479793338661,11.881791917335464,0.6773121239968037
4,88,106,7.610581657691349,11.84423266307654,0.7336510053851903
5,85,105,7.520574461395797,11.80822978455832,0.7876553231625218
6,83,104,7.435357526604965,11.774143010641986,0.8387854840370212
7,80,103,7.355782312762309,11.742312925104924,0.8865306123426147
8,78,102,7.282643909100477,11.713057563640191,0.9304136545397137
9,76,102,7.216673090372517,11.686669236149006,0.9699961457764901
10,74,101,7.158529015192103,11.663411606076842,1.0048825908847379
11,73,101,7.108792639938565,11.643517055975426,1.0347244160368612
12,72,100,7.067960914032773,11.62718436561311,1.0592234515803358
13,71,100,7.036441814582807,11.614576725833123,1.0781349112503158
14,70,100,7.01455027001154,11.605820108004616,1.091269837993076
15,70,100,7.002505013395946,11.601002005358378,1.0984969919624326
16,70,100,7.000426396958495,11.600170558783399,1.099744161824903
17,70,100,7.008335189547531,11.603334075819012,1.094998886271481
18,70,100,7.026152369121805,11.610460947648722,1.084308578526917
19,71,100,7.053699912312585,11.621479964925035,1.0677800526124486
20,72,100,7.090702573174318,11.636281029269727,1.045578456095409
21,74,101,7.136790633351127,11.65471625334045,1.0179256199893243
22,75,101,7.19150359618041,11.676601438472163,0.985097842291754
23,77,102,7.25429478782328,11.701717915129311,0.9474231273060321
24,79,103,7.324536819448849,11.729814727779539,0.9052779083306903
25,82,104,7.401527855896044,11.760611142358417,0.8590832864623739
26,84,104,7.484498628178536,11.793799451271415,0.8093008230928784
27,87,105,7.57262011976617,11.829048047906468,0.7564279281402979
28,89,106,7.665011849844095,11.866004739937638,0.7009928900935428
29,92,107,7.760750670786018,11.904300268314406,0.6435495975283891
30,95,108,7.858879991940133,11.943551996776053,0.5846720048359203
31,98,109,7.95841933756671,11.983367735026684,0.5249483974599743
32,98,109,7.94162585657242,11.976650342628968,0.5350244860565481
33,95,108,7.842254305856751,11.9369017223427,0.5946474164859492
34,92,107,7.7444588979731686,11.897783559189268,0.653324661216099
35,89,106,7.64921677231038,11.859686708924151,0.7104699366137719
36,86,105,7.557479556705148,11.82299182268206,0.7655122659769115
37,84,104,7.470163859091507,11.788065543636602,0.817901684545096
38,81,103,7.388142109057281,11.755256843622913,0.8671147345656316
39,79,103,7.312233840816026,11.72489353632641,0.9126596955103845
40,77,102,7.243197504692072,11.69727900187683,0.954081497184757
41,75,101,7.181722888935589,11.672689155574236,0.9909662666386465
42,73,101,7.128424227586412,11.651369691034565,1.0229454634481527
43,72,100,7.083834063250545,11.633533625300219,1.049699562049673
44,71,100,7.048397926110484,11.619359170444193,1.0709612443337098
45,70,100,7.022469882334903,11.608987952933962,1.086518070599058
46,70,100,7.006308996366536,11.602523598546615,1.0962146021800787
47,70,100,7.000076742435899,11.60003069697436,1.0999539545384605
48,70,100,7.003835391164159,11.601534156465664,1.0976987653015042
49,70,100,7.017547387375668,11.607018954950266,1.0894715675745994
50,71,100,7.041075725336862,11.616430290134744,1.075354564797883
51,72,100,7.074185317672268,11.629674127068908,1.0554888093966392
52,73,101,7.116545344279847,11.646618137711938,1.030072793432092
53,75,101,7.167732557776099,11.66709302311044,0.9993604653343404
54,76,102,7.227235512444013,11.690894204977605,0.9636586925335923
55,78,102,7.294459674429608,11.717783869771843,0.9233241953422351
56,81,103,7.368733362127679,11.74749334485107,0.8787599827233925
57,83,104,7.449314457402362,11.779725782960945,0.8304113255585825
58,86,105,7.535397820586243,11.814159128234497,0.778761307648254
59,88,106,7.626123335169764,11.850449334067905,0.7243259988981416
60,91,107,7.720584501801074,11.88823380072043,0.6676492989193555
61,94,108,7.817837495727905,11.927134998291162,0.609297502563257
62,97,109,7.916910597182504,11.966764238873001,0.5498536416904979
63,99,109,7.98318609951565,11.99327443980626,0.5100883402906103
64,96,108,7.883450795149506,11.953380318059802,0.5699295229102962
65,93,107,7.784880011912184,11.913952004764873,0.6290719928526893
66,90,106,7.688458636486621,11.87538345459465,0.6869248181080272
67,87,105,7.5951500793834015,11.838060031753361,0.7429099523699589
68,85,105,7.505886648861391,11.802354659544557,0.7964680106831654
69,82,104,7.4215602356118,11.76862409424472,0.8470638586329201
70,80,103,7.343013401281211,11.737205360512485,0.8941919592312735
71,78,102,7.271030959874124,11.70841238394965,0.9373814240755258
72,76,102,7.206332136150847,11.682532854460339,0.9762007183094918
73,74,101,7.149563379371435,11.659825351748575,1.010261972377139
74,73,101,7.101291904188373,11.640516761675348,1.039224857486976
75,71,100,7.062000023225261,11.624800009290105,1.0627999860648432
76,70,100,7.032080327968513,11.612832131187405,1.0807518032188919
77,70,100,7.011831766123,11.6047327064492,1.0929009403262002
